Country,Year,LifeExpectancy,AdultMortality,InfantMortality,GDP,HealthExpenditure,BMI,HIV_AIDS,IncomeLevel,Schooling,MortalityHealthInteraction,EducationIncomeInteraction,DevelopmentIndex,HealthEfficiency
Albania,-1.059221604,0.560309751,-1.591422392,-0.787779863,-1.328039584,-0.611706006,0.545163203,-0.6174112,0.379059239,-0.360329056,0.973482635,-0.136586058,-0.436436467,0.979716386
Albania,-1.277599103,0.635562483,-1.624990132,-0.787779863,0.297612518,-0.03902893,0.492301555,-0.6174112,0.346432556,-0.360329056,0.063421626,-0.124829716,0.094572006,1.585961202
Albania,-1.495976601,0.680714123,-1.636179379,-0.787779863,0.224721909,-0.092033858,0.444726071,-0.6174112,0.281179191,-0.402911522,0.1505839,-0.113290336,0.034329859,1.544145521
Albania,-1.714354099,0.530208657,-1.669747119,-0.787779863,0.128022978,-0.120694171,0.391864423,-0.6174112,0.232239167,-0.360329056,0.201528744,-0.08368252,-2.23E-05,1.549052948
Algeria,1.561308373,0.981725053,-1.580233145,0.974241645,1.133218165,-0.705577075,1.158358322,-0.6174112,0.941869514,1.2152222,1.114976281,1.144580743,1.09676996,0.874656069
Algeria,1.342930875,0.95162396,-1.669747119,0.974241645,-0.482196577,-0.359682981,1.100210509,-0.6174112,0.925556173,1.2152222,0.600579621,1.124756409,0.552860599,1.310064138
Algeria,1.124553377,0.936573413,-0.539633195,0.974241645,1.357726777,2.766613341,1.036776531,-0.6174112,0.89292949,1.2152222,-1.492956398,1.08510774,1.155292823,3.306246537
Algeria,0.906175879,0.90647232,-0.528443949,0.974241645,1.371202018,2.839796392,0.978628718,-0.6174112,0.852146137,1.2152222,-1.500673219,1.035546903,1.146190118,3.368240341
Algeria,0.68779838,0.876371227,-0.494876208,0.974241645,1.351914605,2.540542118,0.920480905,-0.6174112,0.786892772,1.044892335,-1.25725385,0.822218225,1.061233237,3.035418326
Algeria,0.469420882,0.846270134,-0.461308468,0.974241645,1.194779258,2.041289365,0.862333092,-0.6174112,0.705326065,0.874562469,-0.94166407,0.616851705,0.924889264,2.502597833
Algeria,0.251043384,0.801118495,-0.416551481,0.940057805,1.080432386,1.539680221,0.804185279,-0.6174112,0.631916029,0.661650137,-0.641356076,0.418107327,0.791332851,1.956231702
Algeria,0.032665886,0.755966855,-0.382983741,0.940057805,-0.562793608,-0.430792125,0.751323631,-0.6174112,0.566662664,0.448737805,0.16498638,0.25428296,0.150868954,-0.047808384
Algeria,-0.185711612,0.710815216,-0.349416,0.940057805,1.094033949,1.337262747,-1.680312187,-0.6174112,0.509565969,0.320990406,-0.467261,0.163565787,0.641530108,1.686678747
Algeria,-0.40408911,0.65061303,-0.31584826,0.940057805,0.992169722,1.017857838,0.645600335,-0.6174112,0.476939287,0.320990406,-0.321488627,0.153092935,0.596699805,1.333706098
Algeria,-0.622466608,0.575360297,-0.271091273,0.904205814,-2.752989274,-0.689321527,0.598024851,-0.6174112,0.427999263,0.193243007,0.18686905,0.082707865,-0.710582335,-0.418230254
Algeria,-0.840844106,0.485057018,-1.636179379,0.904205814,0.76224322,0.699965849,0.545163203,-0.6174112,0.370902568,0.065495608,-1.145269687,0.024292489,0.399547132,2.336145227
Algeria,-1.059221604,0.394753739,-0.159198805,0.940057805,-0.978007083,-0.546023478,0.49758772,-0.6174112,0.289335862,-0.019669325,0.086926285,-0.005691041,-0.236113515,-0.386824673
Algeria,-1.277599103,0.379703192,-0.170388052,0.940057805,0.457008424,0.241546048,0.450012236,-0.6174112,0.207769155,-0.18999919,-0.041156561,-0.039475971,0.158259463,0.411934101
Algeria,-1.495976601,0.349602099,-0.170388052,0.940057805,0.438094076,0.238192082,0.407722918,-0.6174112,0.134359119,-0.275164123,-0.040585085,-0.036970809,0.099096357,0.408580134
Algeria,-1.714354099,0.334551553,-0.170388052,0.974241645,0.449238168,0.279453166,0.360147434,-0.6174112,0.069105754,-0.360329056,-0.047615481,-0.024900811,0.052671622,0.449841218
Angola,1.561308373,-2.510001739,1.955568834,1.792574108,1.043833602,-0.705577075,-0.755233343,2.040895242,-0.787344665,-0.062251791,-1.379804538,0.049013616,0.064745715,-2.661145909
Angola,1.342930875,-2.615355565,2.101029042,1.80346053,-0.588918188,-0.55273833,-0.786950332,2.133860645,-0.819971347,-0.062251791,-1.161319284,0.051044685,-0.490380442,-2.653767372
Antigua and Barbuda,0.251043384,0.95162396,-1.636179379,-1.297118305,0.215934147,0.246946136,0.328430445,-0.6174112,1.308919693,1.130057268,-0.404048175,1.479154212,0.884970369,1.883125514
Antigua and Barbuda,0.032665886,0.921522867,-0.203955792,-1.297118305,0.308362124,0.447308908,0.296713456,-0.6174112,1.292606352,1.2152222,-0.091231243,1.570803935,0.938730225,0.651264701
Argentina,0.469420882,0.966674507,-0.438929974,0.464903204,0.193573192,0.49089656,1.174216817,-0.6174112,1.423113083,2.237201394,-0.215469215,3.183790572,1.284629223,0.929826535
Argentina,-0.622466608,0.876371227,-0.371794494,0.528840907,-0.440957779,-0.09228281,1.020918037,-0.6174112,1.243666328,2.024289062,0.03431024,2.517540144,0.942332537,0.279511684
Argentina,-1.059221604,0.755966855,-0.259902026,0.528840907,-0.878529039,-0.338335495,0.957484059,-0.6174112,1.162099622,2.066871528,0.087934081,2.401910621,0.783480704,-0.078433468
Argentina,-1.277599103,0.755966855,-0.248712779,0.587657893,0.75613046,2.293001802,0.92576707,-0.6174112,1.211039646,2.024289062,-0.570298852,2.451494308,1.330486389,2.541714582
Argentina,-1.495976601,0.740916309,-0.248712779,0.587657893,-0.26649353,0.078927499,0.899336246,-0.6174112,1.170256292,1.726211797,-0.019630278,2.020110217,0.876658186,0.327640278
Armenia,1.561308373,0.861320681,-0.472497715,-0.787779863,-0.79626616,-0.705577075,0.915194741,-0.6174112,0.925556173,0.491320272,0.333383556,0.45474451,0.206870095,-0.233079361
Armenia,1.342930875,0.831219588,-1.658557872,-0.787779863,1.106043113,1.179643503,0.872905422,-0.6174112,0.909242831,0.491320272,-1.956507018,0.446729435,0.835535406,2.838201375
Armenia,1.124553377,0.801118495,-0.416551481,-0.787779863,1.075197096,1.076459206,0.830616103,-0.6174112,0.884772819,0.491320272,-0.448400677,0.434706822,0.817096729,1.493010687
Armenia,0.906175879,0.801118495,-0.438929974,-0.787779863,1.041461229,1.042809504,0.79361295,-0.6174112,0.852146137,0.491320272,-0.457720349,0.418676672,0.794975879,1.481739479
Armenia,0.68779838,0.725865762,-0.360605247,-0.787779863,1.006438005,0.958906167,0.756609796,-0.6174112,0.827676125,0.491320272,-0.345786595,0.406654059,0.775144801,1.319511414
Armenia,0.469420882,0.665663576,-0.31584826,-0.787779863,0.933203937,0.725013176,0.719606642,-0.6174112,0.754266089,0.320990406,-0.22899415,0.242112178,0.669486811,1.040861436
Armenia,0.251043384,0.635562483,-0.259902026,-0.787779863,0.87535875,0.577467413,-1.685598352,-0.6174112,0.795049442,0.150660541,-0.150084951,0.119782579,0.607022911,0.837369439
Armenia,0.032665886,0.620511937,-1.636179379,-0.787779863,-2.533353411,-0.687153363,-1.717315341,-0.6174112,0.76242276,0.320990406,1.124306163,0.244730391,-0.483313415,0.949026015
Armenia,-0.185711612,0.665663576,-0.31584826,-0.787779863,0.913200498,-0.42132149,0.64031417,-0.6174112,0.64822937,0.065495608,0.13307366,0.042456177,0.542308492,-0.10547323
Armenia,-0.40408911,0.575360297,-0.215145039,-0.787779863,0.613655134,0.853926801,0.613883346,-0.6174112,0.525879311,-0.147416724,-0.183718115,-0.077523405,0.330705907,1.06907184
Armenia,-0.622466608,0.590410844,-0.259902026,-0.787779863,0.395886496,-0.576636966,0.592738686,-0.6174112,0.419842592,-0.275164123,0.149869116,-0.115525619,0.180188322,-0.31673494
Armenia,-0.840844106,0.590410844,-0.31584826,-0.787779863,0.138943564,-0.082242564,0.571594027,-0.6174112,0.330119215,-0.275164123,0.025976171,-0.090836964,0.064632885,0.233605696
Armenia,-1.059221604,0.545259204,-0.293469767,-0.787779863,-1.892517602,-0.658757299,0.555735533,-0.6174112,0.240395838,-0.31774659,0.193325351,-0.076384958,-0.656622785,-0.365287532
Armenia,-1.277599103,0.530208657,-0.293469767,-0.787779863,-0.196643306,-0.340928359,0.539877038,-0.6174112,0.14251579,-0.31774659,0.100052166,-0.045283906,-0.123958035,-0.047458592
Armenia,-1.495976601,0.530208657,-0.215145039,-0.787779863,-0.292814644,-0.36633838,0.518732379,-0.6174112,0.134359119,-0.18999919,0.078815885,-0.025528124,-0.116151572,-0.151193341
Armenia,-1.714354099,0.439905378,-0.203955792,-0.787779863,-0.379861013,-0.496676632,0.502873884,-0.6174112,0.093575766,-0.147416724,0.101300076,-0.013794633,-0.144567324,-0.29272084
Azerbaijan,1.561308373,0.545259204,-0.472497715,0.019502466,-2.303845529,-0.705577075,0.788326785,-0.6174112,1.064219574,0.491320272,0.333383556,0.52287265,-0.249435228,-0.233079361
Azerbaijan,1.342930875,0.515158111,-0.461308468,0.019502466,1.650617019,1.247076525,0.735465137,-0.6174112,1.01527955,0.27840794,-0.575286961,0.282661888,0.981434836,1.708384993
Azerbaijan,1.124553377,0.470006471,-0.438929974,0.019502466,1.649039853,1.052367947,-1.690884516,-0.6174112,0.958182855,0.150660541,-0.461915836,0.144360347,0.919294416,1.491297921
Azerbaijan,0.906175879,0.424854832,-0.416551481,0.019502466,1.609542019,1.115880009,0.64031417,-0.6174112,0.933712843,0.108078074,-0.46482147,0.100913886,0.883777646,1.53243149
Azerbaijan,0.68779838,0.379703192,-0.394172987,0.019502466,1.576131149,0.972594126,0.592738686,-0.6174112,0.925556173,0.065495608,-0.383370332,0.060619864,0.855727643,1.366767113
Azerbaijan,0.469420882,0.30445046,-1.647368625,0.019502466,1.410201641,0.86689416,0.550449368,-0.6174112,0.89292949,0.065495608,-1.428094241,0.05848296,0.789542246,2.514262785
Azerbaijan,0.251043384,1.342938169,-0.31584826,0.132775475,-0.562729244,-0.56217199,0.513446214,-0.6174112,0.819519454,0.022913142,0.177561045,0.018777765,0.093234451,-0.24632373
Azerbaijan,0.032665886,0.590410844,-0.215145039,0.132775475,1.372611282,0.60983962,0.47644306,-0.6174112,0.746109418,0.022913142,-0.131203969,0.017095711,0.713877947,0.824984659
Azerbaijan,-0.185711612,0.590410844,-1.636179379,0.132775475,1.076828324,0.416916943,0.439439907,-0.6174112,0.656386041,0.022913142,-0.682150905,0.015039866,0.585375835,2.053096322
Azerbaijan,-0.40408911,0.018490076,-0.069684831,0.132775475,0.722782853,-0.03190656,0.407722918,-0.6174112,0.444312604,-0.360329056,0.002223403,-0.160098741,0.268922134,0.037778271
Azerbaijan,-0.622466608,-0.101914296,0.019829143,0.132775475,0.36345736,-0.187164156,0.376005929,-0.6174112,0.38721591,-0.147416724,-0.003711305,-0.057082101,0.201085515,-0.206993299
Azerbaijan,-0.840844106,-0.101914296,-0.069684831,0.132775475,-1.540469924,-0.65075165,0.349575105,-0.6174112,0.330119215,-0.232581657,0.045347519,-0.076779674,-0.480977455,-0.581066818
Azerbaijan,-1.059221604,-0.192217575,-0.069684831,0.230897019,-0.100281961,-0.435079418,0.317858116,-0.6174112,0.256709179,-0.31774659,0.030318436,-0.081568466,-0.053773124,-0.365394587
Azerbaijan,-1.277599103,-0.192217575,-0.159198805,0.230897019,-0.216811809,-0.454737014,0.291427292,-0.6174112,0.191455814,-0.402911522,0.072393589,-0.077139753,-0.142755839,-0.295538209
Azerbaijan,-1.495976601,-0.237369215,-0.103252571,0.317446355,-2.077969334,-0.679402936,0.264996468,-0.6174112,0.118045778,-0.488076455,0.0701501,-0.057615365,-0.816000004,-0.576150365
Azerbaijan,-1.714354099,-0.372824134,-1.613800885,0.394867373,-0.338332324,-0.481763944,0.238565643,-0.6174112,0.069105754,-0.615823854,0.777471079,-0.042556972,-0.295016808,1.132036941
Bahamas,1.561308373,1.056977786,-0.148009559,-1.297118305,0.45367154,-0.705577075,1.422666563,-0.6174112,1.325233035,0.448737805,0.104432151,0.594682164,0.74254746,-0.557567517
Bahamas,1.342930875,0.95162396,-1.613800885,-1.297118305,0.45367154,-0.705577075,1.38566341,-0.6174112,1.317076364,0.448737805,1.138660909,0.591021957,0.73982857,0.90822381
Bahamas,1.124553377,0.861320681,0.131721611,-1.297118305,0.45367154,-0.705577075,1.353946421,-0.6174112,1.325233035,0.448737805,-0.092939749,0.594682164,0.74254746,-0.837298686
Bahamas,0.906175879,0.876371227,0.075775377,-1.297118305,0.45367154,-0.705577075,1.322229432,-0.378807145,1.317076364,0.448737805,-0.053465369,0.591021957,0.73982857,-0.781352452
Bahamas,0.68779838,0.891421774,0.019829143,-1.297118305,0.45367154,-0.705577075,1.290512443,-0.6174112,1.308919693,0.448737805,-0.013990989,0.587361751,0.73710968,-0.725406218
Bahamas,0.469420882,0.891421774,0.008639896,-1.297118305,0.45367154,-0.705577075,1.253509289,-0.378807145,1.308919693,0.448737805,-0.006096113,0.587361751,0.73710968,-0.714216972
Bahamas,0.251043384,0.831219588,0.086964624,-1.297118305,0.45367154,-0.705577075,-1.632736703,-0.6174112,1.333389705,0.448737805,-0.061360245,0.59834237,0.74526635,-0.792541699
Bahamas,0.032665886,0.816169041,0.075775377,-1.297118305,0.45367154,-0.705577075,-1.664453692,-0.6174112,1.333389705,0.448737805,-0.053465369,0.59834237,0.74526635,-0.781352452
Bahamas,-0.185711612,0.801118495,0.075775377,-1.297118305,0.45367154,-0.705577075,1.153072158,-0.6174112,1.325233035,0.406155339,-0.053465369,0.538250472,0.728353304,-0.781352452
Bahamas,-0.40408911,0.771017402,0.120532364,-1.297118305,0.45367154,-0.705577075,1.116069004,-0.6174112,1.308919693,0.363572873,-0.085044873,0.475887693,0.708721369,-0.826109439
Bahamas,-0.622466608,0.755966855,0.131721611,-1.297118305,0.45367154,-0.705577075,1.084352015,-0.6174112,1.292606352,0.363572873,-0.092939749,0.469956605,0.703283588,-0.837298686
Bahamas,-0.840844106,0.710815216,0.154100104,-1.297118305,0.45367154,-0.705577075,1.047348861,-0.6174112,1.276293011,0.320990406,-0.108729501,0.409677812,0.683651652,-0.85967718
Bahamas,-1.059221604,0.620511937,0.321938806,-1.297118305,0.45367154,-0.705577075,1.010345707,-0.6174112,1.26813634,0.27840794,-0.227152641,0.353059226,0.666738607,-1.027515881
Bahamas,-1.277599103,0.60546139,-1.580233145,-1.297118305,0.45367154,-0.705577075,0.973342554,-0.6174112,1.251822999,0.235825473,1.114976281,0.295211751,0.647106671,0.874656069
Bahamas,-1.495976601,0.575360297,0.321938806,-1.297118305,0.45367154,-0.705577075,0.931053235,-0.378807145,1.235509658,0.235825473,-0.227152641,0.29136465,0.64166889,-1.027515881
Bahrain,1.124553377,1.147281065,-1.714504106,-1.297118305,-1.104381507,-0.680267039,1.301084773,-0.6174112,1.529149801,1.257804667,1.166320631,1.923371756,0.560857653,1.034237067
Bahrain,0.68779838,1.056977786,-0.942446079,-1.297118305,0.65791693,0.555707162,-1.627450539,-0.6174112,1.504679789,1.2152222,-0.523724036,1.828520284,1.12593964,1.498153241
Bahrain,0.469420882,1.056977786,-0.976013819,-1.297118305,0.799270499,0.99572447,-1.664453692,-0.6174112,1.488366448,1.2152222,-0.971840843,1.80869595,1.167619716,1.97173829
Bahrain,0.032665886,1.011826146,-0.942446079,-1.297118305,0.687661395,0.771100804,1.105496674,-0.6174112,1.529149801,1.2152222,-0.726720929,1.858256786,1.144011132,1.713546883
Bahrain,-0.185711612,0.981725053,-0.931256832,-1.297118305,0.870880279,1.069643017,1.057921191,-0.6174112,1.51283646,1.2152222,-0.996112368,1.838432451,1.199646313,2.000899849
Bahrain,-0.40408911,0.966674507,-0.908878339,-1.297118305,0.527557732,0.38328685,1.015631872,-0.6174112,1.488366448,1.130057268,-0.348361116,1.681939321,1.048660482,1.292165189
Bahrain,-1.277599103,0.876371227,-0.819364365,-1.297118305,0.215853526,-0.026826263,0.920480905,-0.6174112,1.374173059,0.831980003,0.021980484,1.143284505,0.807335529,0.792538102
Barbados,0.469420882,0.846270134,-1.613800885,-1.297118305,0.372267472,0.282687428,-1.685598352,-0.6174112,1.251822999,1.81137673,-0.456201221,2.26752305,1.145155734,1.896488313
Barbados,0.032665886,0.801118495,-0.550822442,-1.297118305,0.402457577,-0.542807674,0.613883346,-0.6174112,1.202882975,1.598464398,0.298990649,1.92276561,1.067934983,0.008014768
Barbados,-1.059221604,0.695764669,-0.438929974,-1.297118305,0.163109171,-0.61939269,0.413009083,0.043907431,1.023436221,1.130057268,0.271870018,1.156541539,0.772200886,-0.180462716
Belarus,1.561308373,0.485057018,0.400263533,-1.297118305,1.424618477,-0.705577075,1.306370937,-0.6174112,1.3904864,1.726211797,-0.282416773,2.400274027,1.513772225,-1.105840608
Belarus,0.906175879,0.424854832,0.37788504,-1.297118305,-0.293034644,-0.120706411,-1.643309033,-0.6174112,1.349703047,1.726211797,-0.045613147,2.329873322,0.927626733,-0.498591451
Belarus,0.469420882,0.590410844,0.691183949,-1.297118305,-2.196637978,-0.651406673,1.147785993,-0.6174112,1.243666328,1.683629331,-0.450241837,2.093873108,0.24355256,-1.342590622
Belarus,0.251043384,0.138894448,0.735940936,-1.297118305,1.313288618,2.067315078,1.116069004,-0.6174112,1.170256292,1.641046864,1.521421794,1.920445419,1.374863925,1.331374142
Belarus,0.032665886,0.138894448,0.713562443,-0.787779863,1.480075202,2.494647492,1.08963818,-0.6174112,1.039749562,1.513299465,1.780086758,1.573452456,1.344374743,1.78108505
Belarus,-0.185711612,0.108793355,0.735940936,-0.787779863,1.242112155,2.25403959,1.063207356,-0.6174112,0.909242831,1.428134532,1.658840006,1.298521086,1.193163173,1.518098654
Belarus,-0.40408911,-0.026661564,0.926158131,-0.787779863,1.07615893,1.618520487,1.036776531,-0.6174112,0.778736101,1.300387133,1.49900591,1.012658406,1.051760721,0.692362356
Belarus,-0.622466608,-0.147065936,1.026861352,-0.787779863,0.910093583,-0.414447409,1.010345707,-0.6174112,0.697169394,1.2152222,-0.425580027,0.847215725,0.940828393,-1.441308761
Belarus,-0.840844106,-0.132015389,0.970915118,-0.787779863,0.691292388,-0.435592627,0.983914883,-0.6174112,0.615602688,1.087474801,-0.422923467,0.669452411,0.798123292,-1.406507745
Belarus,-1.059221604,-0.207268122,1.038050599,-0.787779863,0.477118081,-0.553566285,0.962770224,-0.6174112,0.550349323,1.002309868,-0.574629814,0.551620557,0.676592424,-1.591616884
Belarus,-1.277599103,-0.282520855,1.13875382,-0.787779863,0.311646045,0.221848616,0.9363394,-0.6174112,0.485095957,0.874562469,0.252630959,0.424246718,0.557101491,-0.916905204
Belarus,-1.495976601,-0.207268122,1.049239846,-0.787779863,0.173342983,-0.61590153,0.915194741,-0.6174112,0.436155933,0.74681507,-0.646228426,0.325727824,0.452104662,-1.665141376
Belarus,-1.714354099,-0.162116482,0.970915118,-0.787779863,0.193587811,-0.550927995,0.888763916,-0.6174112,0.38721591,0.661650137,-0.534904319,0.25620146,0.414151286,-1.521843113
Belize,1.561308373,0.289399913,0.165289351,-1.297118305,1.261224878,-0.705577075,-1.675026022,-0.378807145,0.6400727,0.533902738,-0.116624377,0.341736567,0.811733439,-0.870866426
Belize,1.124553377,0.108793355,-1.591422392,-1.297118305,1.234142671,3.307106703,0.619169511,-0.378807145,0.6400727,0.576485205,-5.263003658,0.368992441,0.816900192,4.898529095
Belize,0.906175879,0.048591169,0.321938806,-1.297118305,1.23159661,3.01119995,0.576880192,-0.6174112,0.607446017,0.406155339,0.969422116,0.246717443,0.748399322,2.689261145
Belize,0.68779838,0.048591169,0.310749559,-1.297118305,1.204195211,3.156770726,0.539877038,0.233100839,0.591132676,0.363572873,0.980965111,0.214919805,0.719633587,2.846021167
Belize,0.469420882,0.063641715,0.288371065,-1.297118305,1.173119257,2.929250078,0.49758772,-0.378807145,0.591132676,0.363572873,0.844710966,0.214919805,0.709274935,2.640879013
Belize,0.251043384,0.063641715,0.265992572,-1.297118305,1.157245131,2.800789077,0.460584566,-0.159312691,0.591132676,0.491320272,0.74498909,0.290435467,0.746566026,2.534796506
Belize,0.032665886,0.078692262,0.232424832,-1.297118305,-0.644229947,-0.378719538,0.428867577,-0.6174112,0.582976005,0.533902738,-0.088023825,0.311252485,0.157549599,-0.61114437
Belize,-0.185711612,0.078692262,0.232424832,-1.297118305,1.169562246,-0.261514147,0.391864423,0.410079452,0.591132676,0.533902738,-0.060782382,0.315607354,0.764865887,-0.493938979
Belize,-0.40408911,0.048591169,0.265992572,-1.297118305,1.143719369,1.764604454,0.360147434,0.410079452,0.525879311,0.320990406,0.469371677,0.168802214,0.663529695,1.498611882
Belize,-0.622466608,-0.011611017,0.344317299,-1.297118305,1.093657604,1.627282066,0.328430445,0.733066065,0.550349323,0.533902738,0.560301366,0.29383301,0.725969888,1.282964767
Belize,-0.840844106,-0.056762657,0.41145278,-1.297118305,1.072684918,1.371425445,0.296713456,0.733066065,0.51772264,0.406155339,0.564276812,0.210275814,0.665520966,0.959972665
Belize,-1.059221604,-0.101914296,-1.557854651,-1.297118305,1.040407157,1.289276946,0.264996468,1.633895419,0.460625945,0.27840794,-2.008506088,0.12824192,0.593147014,2.847131598
Belize,-1.277599103,-0.08686375,0.433831273,-1.297118305,1.013118902,0.970599396,0.233279479,-0.6174112,0.411685921,0.150660541,0.421076372,0.062024824,0.525155121,0.536768123
Belize,-1.495976601,-0.132015389,-1.557854651,-1.297118305,0.981633101,0.899355809,0.20156249,0.043907431,0.403529251,0.108078074,-1.40106563,0.043612664,0.497746809,2.45721046
Belize,-1.714354099,-0.116964843,0.400263533,-1.297118305,0.968698283,0.6912306,-1.733173835,-0.159312691,0.330119215,0.065495608,0.276674402,0.021621359,0.454771035,0.290967067
Benin,1.561308373,-1.366160204,0.993293612,1.096996335,-0.195943577,-0.705577075,-0.628365387,1.021987435,-1.195178197,-0.360329056,-0.700845202,0.430657432,-0.583816944,-1.698870687
Benin,1.342930875,-1.411311843,1.026861352,1.096996335,-0.047743648,-0.130830903,-0.654796211,1.155780641,-1.244118221,-0.360329056,-0.134345198,0.448291944,-0.550730308,-1.157692255
Benin,1.124553377,-1.441412936,1.015672105,1.096996335,-0.072181422,-0.148139381,-0.6865132,1.283348607,-1.317528257,-0.530658921,-0.150461037,0.699158124,-0.640122867,-1.163811487
Benin,0.906175879,-1.471514029,1.015672105,1.096996335,-0.142707671,-0.643052385,-0.712944024,1.405244974,-1.382781622,-0.658406321,-0.65313037,0.91043216,-0.727965205,-1.65872449
Benin,0.68779838,-1.501615123,1.015672105,1.096996335,-0.154245891,-0.002381436,-0.744661013,1.521952662,-1.415408305,-0.743571253,-0.002418758,1.052456927,-0.77107515,-1.018053541
Benin,0.469420882,-1.561817309,1.049239846,1.096996335,-0.223158622,-0.104458291,-0.771091837,1.521952662,-1.439878317,-0.871318653,-0.109601802,1.254592835,-0.844785197,-1.153698137
Benin,0.251043384,-1.606968948,1.105186079,1.096996335,-0.186314245,-0.252691103,-0.797522662,1.741447115,-1.464348329,-0.956483585,-0.27927069,1.40062514,-0.86904872,-1.357877183
Benin,0.032665886,-1.72737332,1.317781768,1.096996335,-1.992043885,-0.657010288,-0.823953486,1.944667237,-1.496975012,-1.041648518,-0.865796179,1.559321802,-1.510222471,-1.974792056
Benin,-0.185711612,-1.802626053,1.373728002,1.096996335,-2.047990202,-0.65779224,-0.85038431,2.133860645,-1.545915035,-1.126813451,-0.903627619,1.741957856,-1.573572896,-2.031520242
Benin,-0.40408911,-1.847777692,1.384917249,1.096996335,-0.375899089,-0.221439822,-0.876815134,2.133860645,-1.578541718,-1.211978384,-0.306675829,1.91315844,-1.055473064,-1.606357071
Benin,-0.622466608,-1.892929332,1.396106495,1.096996335,-2.216627122,-0.660252777,-1.854755626,2.223777446,-1.611168401,-1.297143316,-0.92178319,2.089916323,-1.708312946,-2.056359272
Benin,-0.840844106,-1.953131518,1.396106495,1.096996335,-0.431858829,-0.637107317,-1.875900285,2.223777446,-1.668265095,-1.467473182,-0.889469663,2.448134288,-1.189199036,-2.033213812
Benin,-1.059221604,-1.998283158,1.396106495,1.096996335,-0.524949853,-0.648615072,-0.945535277,2.223777446,-1.72536179,-1.637803047,-0.905535715,2.825802797,-1.29603823,-2.044721567
Benin,-1.277599103,-2.028384251,1.373728002,1.096996335,-0.696846074,-0.447367171,-0.971966101,2.223777446,-1.798771826,-1.808132913,-0.614560809,3.252418541,-1.434583604,-1.821095173
Benin,-1.495976601,-2.043434797,1.351349508,1.096996335,-0.776899417,-0.416458299,-0.99311076,2.223777446,-1.896651874,-2.106210178,-0.562780718,3.99474748,-1.593253823,-1.767807808
